1	11
1	18
1	65
1	66
1	78
1	90
2	62
2	69
2	78
2	83
2	84
2	85
3	45
3	49
3	67
3	90
3	93
3	98
4	46
4	81
4	83
4	85
4	94
4	96
5	13
5	72
5	80
5	88
5	97
5	99
6	39
6	51
6	76
6	78
6	83
6	92
7	63
7	69
7	80
7	91
7	92
7	98
8	63
8	79
8	80
8	88
8	93
8	97
9	29
9	62
9	63
9	71
9	81
9	100
10	36
10	42
10	49
10	69
10	74
10	99
11	1
11	20
11	64
11	68
11	78
11	83
12	22
12	35
12	50
12	51
12	53
12	55
12	61
13	5
13	38
13	73
13	77
13	84
13	92
13	100
14	18
14	66
14	68
14	79
14	87
14	97
14	100
15	20
15	36
15	71
15	83
15	84
15	92
15	100
16	54
16	59
16	76
16	77
16	84
16	86
16	97
17	33
17	59
17	71
17	78
17	85
17	87
17	92
17	96
18	1
18	14
18	35
18	79
18	85
18	86
18	95
18	100
19	29
19	31
19	38
19	62
19	66
19	76
19	92
19	95
20	11
20	15
20	41
20	54
20	68
20	83
20	86
20	98
21	43
21	46
21	70
21	80
21	88
21	89
21	91
21	99
22	12
22	40
22	44
22	50
22	51
22	53
22	61
22	85
23	47
23	66
23	72
23	89
23	90
23	91
23	93
23	98
24	58
24	64
24	69
24	72
24	90
24	93
24	98
24	99
25	35
25	44
25	48
25	50
25	51
25	53
25	55
25	61
25	86
26	30
26	33
26	40
26	44
26	48
26	53
26	55
26	61
26	71
27	28
27	56
27	67
27	72
27	74
27	88
27	89
27	90
27	97
28	27
28	57
28	59
28	60
28	77
28	79
28	87
28	92
28	96
29	9
29	19
29	30
29	68
29	71
29	82
29	83
29	94
29	95
30	26
30	29
30	33
30	35
30	48
30	50
30	51
30	53
30	55
30	61
31	19
31	52
31	57
31	60
31	65
31	80
31	81
31	82
31	95
31	96
32	67
32	72
32	88
32	90
32	91
32	93
32	96
32	97
32	98
32	99
33	17
33	26
33	30
33	44
33	48
33	50
33	51
33	53
33	55
33	61
34	42
34	56
34	74
34	78
34	80
34	89
34	91
34	93
34	97
34	99
35	12
35	18
35	25
35	30
35	40
35	44
35	48
35	50
35	51
35	55
35	61
36	10
36	15
36	63
36	64
36	69
36	80
36	88
36	91
36	93
36	98
36	99
37	47
37	64
37	67
37	70
37	74
37	78
37	90
37	91
37	93
37	97
37	99
38	13
38	19
38	50
38	58
38	75
38	76
38	82
38	84
38	87
38	94
38	96
39	6
39	46
39	58
39	59
39	77
39	78
39	85
39	86
39	94
39	95
39	100
40	22
40	26
40	35
40	44
40	48
40	50
40	51
40	53
40	55
40	61
40	68
41	20
41	46
41	59
41	66
41	71
41	75
41	76
41	81
41	85
41	89
41	100
42	10
42	34
42	56
42	70
42	80
42	88
42	89
42	90
42	93
42	94
42	97
42	99
43	21
43	64
43	65
43	72
43	74
43	75
43	89
43	91
