24	58
24	99
24	72
25	44
25	53
26	61
26	33
26	44
26	55
26	71
20	15
20	41
20	98
21	70
21	91
21	80
22	44
22	53
22	40
22	85
23	89
23	91
28	77
28	60
28	96
29	82
29	9
29	83
29	94
29	68
4	83
8	80
59	54
59	41
59	62
59	66
59	100
59	94
58	46
58	93
58	92
58	85
55	48
55	33
55	51
55	35
55	82
54	73
54	95
54	87
57	76
57	66
57	83
57	100
57	79
56	70
56	52
56	72
56	67
56	92
51	61
50	12
50	44
50	38
53	12
53	77
52	31
52	77
52	84
52	96
88	69
88	99
88	98
88	92
88	32
89	64
89	67
89	80
89	99
89	74
89	70
82	96
82	76
82	75
82	93
82	81
82	79
82	85
83	95
83	73
83	6
83	81
83	79
83	96
80	34
80	5
80	90
81	49
81	41
81	75
81	63
86	94
86	60
86	71
86	68
87	17
87	75
87	73
87	84
84	77
84	13
84	15
84	2
84	92
84	79
85	17
85	18
85	45
85	71
85	68
85	92
3	49
3	45
100	66
100	68
100	77
100	71
100	99
100	14
100	18
39	77
39	6
38	13
38	96
33	48
32	72
32	90
32	93
31	96
30	61
30	35
37	91
37	90
36	98
35	48
35	18
35	40
34	97
34	91
34	74
60	46
60	45
60	76
60	70
61	12
61	44
61	40
62	75
62	70
63	98
63	91
63	97
63	67
64	43
64	76
64	67
64	93
66	41
66	1
66	94
66	79
67	95
68	40
69	10
69	98
6	76
6	92
6	78
99	49
99	42
99	93
98	47
98	43
98	93
98	95
98	79
91	49
90	72
90	93
93	72
93	97
92	96
92	78
92	19
95	75
95	73
95	71
94	78
97	70
97	16
96	74
96	17
11	1
13	77
14	18
17	78
19	76
48	77
49	47
49	70
46	41
46	79
42	70
43	74
41	75
73	78
